"Date","Post Type","Content","Video Thumbnail","Image","Like","Retweet","Reply"
"2023-03-16T23:50:38.000Z","text","케린어 Kiss = 접촉","","","","",""
"2023-03-16T23:20:48.000Z","text","과거는 과거로 파묻어 버려야 한다.","","","","",""
"2023-03-16T22:50:37.000Z","text","재능이 한가지 많은 것이 재능이 한가지 적은 것보다 오히려 더 위험하다.","","","","",""
"2023-03-16T22:20:44.000Z","text","욕체를 쓴 노동은 사람은 사람을 고귀하고 존귀하게 만든다.","","","","",""
"2023-03-16T21:50:35.000Z","text","현대의 행동의 수단은 실력이어야 한다. 가문의 문벌 같은 것은 소용없다.","","","","",""
"2023-03-16T21:20:39.000Z","text","에필로는 로랜시아의 최초의 어부이기도 하지..","","","","",""
"2023-03-16T20:50:38.000Z","text","꾸어주는 사람은 그냥 주는 사람이다.","","","","",""
"2023-03-16T19:50:35.000Z","text","성격은 사람을 안내하는 운명의 지배자이다.","","","","",""
"2023-03-16T19:20:39.000Z","text","케린어 Ilion = 광석","","","","",""
"2023-03-16T18:50:34.000Z","text","남에게 가르치는 것은 반은 배우는 것이 된다.","","","","",""
"2023-03-16T18:20:42.000Z","text","0036H=타이타러스(Titarus)의 월드창조 2차 - 피나모니(Pheonamoni)의 코어(Core) 생성","","","","",""
"2023-03-16T17:50:37.000Z","text","케린어 Vish = 불꽃","","","","",""
"2023-03-16T17:20:39.000Z","text","두려움 없는 마음은 가장 빠르게 정상에 도달한다.","","","","",""
"2023-03-16T16:50:37.000Z","text","산다는 것은 어느 꿈을 그리워하는 고독이다.","","","","",""
"2023-03-16T16:20:44.000Z","text","모든 일을 계획으로 시작하고, 노력으로 성취되며, 오만으로 망친다.","","","","",""
"2023-03-16T15:50:36.000Z","text","유익인X를 잡기 위해서는 성궁사의 활이 가장 적당하지","","","","",""
"2023-03-16T14:50:43.000Z","text","당신이 깨어, 실천하기 까지는 그 어떤 꿈도 이루어지지 않는다.","","","","",""
"2023-03-16T14:20:49.000Z","text","머맨(Mermen)은 해저동굴에 출현하지만 그다지 강하지 않은 녀석이지.","","","","",""
"2023-03-16T13:50:38.000Z","text","곤란한 일이나 위험에 대해 더 한층 결의와 용기를 내야 한다.","","","","",""
"2023-03-16T13:20:47.000Z","text","바보 고치는 약은 없다.","","","","",""
"2023-03-16T12:50:40.000Z","text","제 버릇 개 못 준다.","","","","",""
"2023-03-16T12:20:46.000Z","text","감사를 모르는 사람은 늘 가난하다.","","","","",""
"2023-03-16T11:50:39.000Z","text","고집으로 상대방을 이길 수는 없다. 당장 고쳐라.","","","","",""
"2023-03-16T11:20:48.000Z","text","고집 센 당나귀에게 단단한 막대기.","","","","",""
"2023-03-16T10:50:38.000Z","text","온갖 역경 중 가장 가엾은 종류의 불운은 지금까지 행복했다는 것이다.","","","","",""
"2023-03-16T10:20:48.000Z","text","플루토=저승세계의 화염옥을 다스린다.","","","","",""
"2023-03-16T09:50:37.000Z","text","고통의 지불없이는 아무 것도 시작되지 않는다.","","","","",""
"2023-03-16T09:20:45.000Z","text","모든 장애물이 곧 기회라는 것을 명심하고 장애물을 찾자.","","","","",""
"2023-03-16T08:50:41.000Z","text","헤라=신들의 여왕, 결혼, 질투, 여성의 여신, 제우스의 누나","","","","",""
"2023-03-16T08:20:47.000Z","text","가장 곤란한 것은 모든 사람이 생각하지 않고 나오는 대로 말하는 것이다.","","","","",""
"2023-03-16T07:50:38.000Z","text","알티브라키디온 : 브라키디온 20개의 크기의 정령석","","","","",""
"2023-03-16T07:20:47.000Z","text","덕이랑 공정이다.","","","","",""
"2023-03-16T06:50:37.000Z","text","바다에 빠져 죽은 사람보다 술에 빠져 죽은 사람이 더 많다.","","","","",""
"2023-03-16T06:20:45.000Z","text","개미 같은 벌레도 집을 짓기 위해서는 역시 기술을 배우고 있다.","","","","",""
"2023-03-16T05:20:47.000Z","text","돈이 장사다.","","","","",""
"2023-03-16T04:50:40.000Z","text","이판사판이다.","","","","",""
"2023-03-16T04:20:49.000Z","text","덕이란 중용이다.","","","","",""
"2023-03-16T03:50:37.000Z","text","교육의 목표는, 사실이 아닌 그 가치에 대한 지식이다.","","","","",""
"2023-03-16T03:20:46.000Z","text","과거는 잊어버리고 다른 일에 몰두하자. 이것이 고민의 해결책이다.","","","","1",""
"2023-03-16T02:50:40.000Z","text","현대의 행동의 수단은 실력이어야 한다. 가문의 문벌 같은 것은 소용없다.","","","","",""
"2023-03-16T02:20:46.000Z","text","사랑한다는 것과 안다는 것은 같은 것이 아니다.","","","","",""
"2023-03-16T01:50:38.000Z","text","열매를 보면 나무를 안다.","","","","",""
"2023-03-16T01:20:47.000Z","text","마지막 남은 것이 좋을 수도 있다.","","","","",""
"2023-03-16T00:50:39.000Z","text","경제적으로 올바른 것은 도덕적으로도 올바르다.","","","","",""
"2023-03-16T00:20:46.000Z","text","순리에 따르라.","","","","",""
"2023-03-15T23:50:38.000Z","text","행차 뒤에 나팔 불기.","","","","",""
"2023-03-15T23:20:48.000Z","text","어린이는 부모의 행동이 거울이다.","","","","",""
"2023-03-15T22:50:36.000Z","text","내 코가 석자","","","","",""
"2023-03-15T22:20:44.000Z","text","철학이 가미되지 않은 웃음은 재채기 같은 유머에 불과하다.","","","","",""
"2023-03-15T21:50:36.000Z","text","고진감래","","","","",""
"2023-03-15T21:20:39.000Z","text","모든 습관은 노력에 의해 굳어진다.","","","","",""
"2023-03-15T20:50:38.000Z","text","잠들어 꾼 꿈으로 걱정하는 사람은 잠이 깨어서도 꿈꾸고 있는 것과 같다.","","","","",""
"2023-03-15T20:20:41.000Z","text","남의 앞에 나서는 것을 두려워하지 말라.","","","","",""
"2023-03-15T19:50:35.000Z","text","끼니를 걱정하는 사람에게 고상한 정신이 깃들기는 어렵다.","","","","",""
"2023-03-15T19:20:40.000Z","text","예전에 아주 먼 옛날 2004년에.. 그레파는 늙은이.. 디아블로=환영과 공포를 사용하고 무서운 부악마들을 두고 있습니다.","","","","",""
"2023-03-15T18:50:35.000Z","text","미래는 현재에 의해 얻어진다.","","","1","",""
"2023-03-15T18:20:42.000Z","text","고통이 남기고 간 뒤를 보라! 고난이 지나면 반드시 기쁨이 스며든다.","","","","",""
"2023-03-15T17:50:36.000Z","text","꿈을 계속 간직하고 있으면 반드시 실현할 때가 온다.","","","","",""
"2023-03-15T17:20:40.000Z","text","기억해 내는 힘이 아닌 잊는 힘이야말로 우리들이 살아가는데 더 필요한 것이다.","","","","",""
"2023-03-15T16:50:36.000Z","text","사람의 웃는 모양을 보면 그 사람의 본성을 알 수 있다.","","","","",""
"2023-03-15T16:20:45.000Z","text","창조주 하스터(Hastur)","","","","",""
"2023-03-15T15:50:36.000Z","text","보레아스=북풍의 신","","","","",""
"2023-03-15T15:20:41.000Z","text","포세이돈=제우스의 형으로 크로노스를 제압하고 세계를 3등분","","","","",""
"2023-03-15T14:50:41.000Z","text","케린어 Vish = 불꽃","","","","",""
"2023-03-15T14:20:49.000Z","text","모든 날 중 가장 완전히 잃어버린 날은 웃지 않는 날이다.","","","","",""
"2023-03-15T13:50:38.000Z","text","어떤 일이라도 노력을 하면, 한 것만큼의 효과가 있는 바이다.","","","","",""
"2023-03-15T13:20:47.000Z","text","감정에 치우치는 논쟁이 반드시 상대에 대한 모욕이 된다고 할 수는 없다.","","","","",""
"2023-03-15T12:20:45.000Z","text","진리는 웃음과 동반한다.","","","","",""
"2023-03-15T11:50:39.000Z","text","모든 일을 계획으로 시작하고, 노력으로 성취되며, 오만으로 망친다.","","","","",""
"2023-03-15T11:20:47.000Z","text","알티다니온 : 다니온 20개 크기의 정령석","","","","",""
"2023-03-15T10:50:38.000Z","text","볼바디온 : 엘리시온 20개 크기의 정령석","","","","",""
"2023-03-15T10:20:49.000Z","text","누구나 제 고향에서 존경받기는 어렵다.","","","","",""
"2023-03-15T09:50:37.000Z","text","금과 은은 불속에서 정련되어야 비로소 빛이 난다.","","","","",""
"2023-03-15T09:20:44.000Z","text","교육의 목표는, 사실이 아닌 그 가치에 대한 지식이다.","","","","",""
"2023-03-15T08:50:40.000Z","text","장님 나라에서는 애꾸가 복된 자 이다.","","","","",""
"2023-03-15T08:20:47.000Z","text","바다에 빠져 죽은 사람보다 술에 빠져 죽은 사람이 더 많다.","","","","",""
"2023-03-15T07:50:38.000Z","text","우리들이 연애를 하고 있는 동안은 서로를 용서하게 된다.","","","","",""
"2023-03-15T07:20:47.000Z","text","왕궁을 통치하는 것보다 가정을 다스리기가 더 어렵다.","","","","",""
"2023-03-15T06:50:39.000Z","text","공포감은 이 세상의 어떠한 것보다도 수많은 사람들을 패배로 몰라 넣었다.","","","","",""
"2023-03-15T06:20:45.000Z","text","드래고니아 : 용의 화석과 응고된 용암의 혼합물","","","","",""
"2023-03-15T05:50:41.000Z","text","순리에 따르라.","","","","",""
"2023-03-15T04:50:40.000Z","text","사탄=주로판의 모습으로 그려집니다.","","","","",""
"2023-03-15T03:50:37.000Z","text","단 한번의 노력으로 자기의 바램을 성취할 수 없다.","","","","",""
"2023-03-15T03:20:46.000Z","text","자진하여 나서기를 두려워하지 말 것.","","","","",""
"2023-03-15T02:50:39.000Z","text","구체적인 형태로 목표를 세우고 기한을 정하라.","","","","",""
"2023-03-15T02:20:47.000Z","text","남이 뭐라고 말하든 자신의 성격대로 살라.","","","","",""
"2023-03-15T01:50:39.000Z","text","이 세상에서 바뀌지 않는 것은 바뀐다는 것뿐이다.","","","","",""
"2023-03-15T01:20:48.000Z","text","평판은 최선의 소개장이다.","","","","",""
"2023-03-15T00:50:39.000Z","text","사랑 이야기를 함으로써 사랑하게 된다.","","","","",""
"2023-03-15T00:20:47.000Z","text","성력 8년=메니티에 의한 로랜시아 마을의 마법 확산","","","","",""
"2023-03-14T23:50:39.000Z","text","볼바디온 : 엘리시온 20개 크기의 정령석","","","","",""
"2023-03-14T23:20:48.000Z","text","프로세르핀=그리스의 탄생을 관장하는 데메티르의 딸입니다.","","","","",""
"2023-03-14T22:50:38.000Z","text","복은 불행이 없으면 보다 커지지 않는다.","","","","",""
"2023-03-14T22:20:47.000Z","text","모든 새에게는 자기 둥지가 예쁘다.","","","","",""
"2023-03-14T21:50:36.000Z","text","책임은 돈으로 살 수 없다.","","","","",""
"2023-03-14T21:20:40.000Z","text","사소한 일이라도 시작했으면 끝까지 하라.","","","","",""
"2023-03-14T20:20:42.000Z","text","재능이 한가지 많은 것이 재능이 한가지 적은 것보다 오히려 더 위험하다.","","","","",""
"2023-03-14T19:50:35.000Z","text","십인십색","","","","",""
"2023-03-14T19:20:42.000Z","text","현명한 요령은 무엇을 눈감아 주어야 하는가를 아는 것이다.","","","","",""
"2023-03-14T18:50:36.000Z","text","그대의 마음에 깨달은 그 결과를 따르라.","","","","",""
"2023-03-14T18:20:41.000Z","text","가장 곤란한 것은 모든 사람이 생각하지 않고 나오는 대로 말하는 것이다.","","","","",""
"2023-03-14T17:20:40.000Z","text","마지막 남은 것이 좋을 수도 있다.","","","","",""
"2023-03-14T16:50:38.000Z","text","명성은 그것이 좋은 것이든 나쁜 것이든 간에 모두가 위험하다.","","","","",""
"2023-03-14T16:20:44.000Z","text","경험은 지식의 어머니이다.","","","","",""
"2023-03-14T15:50:36.000Z","text","이판사판이다.","","","","",""
"2023-03-14T15:20:40.000Z","text","유익인X를 잡기 위해서는 성궁사의 활이 가장 적당하지","","","","",""
"2023-03-14T14:50:40.000Z","text","기억해 내는 힘이 아닌 잊는 힘이야말로 우리들이 살아가는데 더 필요한 것이다.","","","","",""
"2023-03-14T14:20:48.000Z","text","불가항력에 대해서는 책임이 없다.","","","","",""
"2023-03-14T13:50:48.000Z","text","앙금이 가라앉기 전에 유종의 미를 잘 거두어라.","","","","",""
"2023-03-14T13:20:45.000Z","text","젊을 때에 배움을 소홀히 하는 자는 과거를 상실하고 미래도 없다.","","","","",""
"2023-03-14T12:50:40.000Z","text","자신이 원하는 것, 되고 싶어하는 것을 확실하게 그려라.","","","","",""
"2023-03-14T12:20:46.000Z","text","경제적으로 올바른 것은 도덕적으로도 올바르다.","","","","",""
"2023-03-14T11:50:39.000Z","text","행차 뒤에 나팔 불기.","","","","",""
"2023-03-14T11:20:47.000Z","text","0014H=에이본 - 하스터(Hastur)의 의지에 따라 불변에 소재(메레다인)으로 예언서를 쓰다.","","","","",""
"2023-03-14T10:50:38.000Z","text","진짜 결점은 자신의 결점을 알면서도 고리쳐고 노력하지 않는 것이다.","","","","",""
"2023-03-14T10:20:48.000Z","text","어린이의 운명은 언제나 어머니가 이끌어 가기 마련이다","","","","",""
"2023-03-14T09:50:38.000Z","text","덕이란 청결이다.","","","","",""
"2023-03-14T09:20:46.000Z","text","휘멘=결혼의 신, 주로 횃물을 든 청년의 모습으로 변함.","","","","",""
"2023-03-14T08:50:41.000Z","text","내일 무엇을 해야 할지 모르는 사람은 불행하다.","","","","",""
"2023-03-14T07:50:37.000Z","text","사소한 잘못을 용서할 수 없다면, 우정은 결코 깊어질 수 없다.","","","","",""
"2023-03-14T07:20:47.000Z","text","그들은 한 모자를 쓴 두 머리다.","","","","",""
"2023-03-14T06:50:39.000Z","text","사소한 일이라도 시작했으면 끝까지 하라.","","","","",""
"2023-03-14T06:20:46.000Z","text","헤스티아=가정와 부엌의 여신","","","","",""
"2023-03-14T05:50:39.000Z","text","철학이 가미되지 않은 웃음은 재채기 같은 유머에 불과하다.","","","","",""
"2023-03-14T05:20:46.000Z","text","포세이돈=제우스의 형으로 크로노스를 제압하고 세계를 3등분","","","","",""
"2023-03-14T04:50:40.000Z","text","어린이의 운명은 언제나 어머니가 이끌어 가기 마련이다.","","","","",""
"2023-03-14T04:20:49.000Z","text","젊음의 잘못된 습관을 치료할 수 있는 유일한 의사가 바로 시간이다.","","","","",""
"2023-03-14T03:50:38.000Z","text","물의 여신 다뉴(Danu)","","","","",""
"2023-03-14T03:20:45.000Z","text","한순간의 판단은 때로 평생의 경험과 맞먹을 만큼의 가치가 있다.","","","","",""
"2023-03-14T02:50:40.000Z","text","굶어서 맛없는 게 있다?","","","","",""
"2023-03-14T02:20:47.000Z","text","오늘의 하나는 내일의 둘의 가치가 있다.","","","","",""
"2023-03-14T01:50:39.000Z","text","기쁨이 없는 인생은 기름이 없는 등불과 같다.","","","","",""
"2023-03-14T01:20:46.000Z","text","끼니를 걱정하는 사람에게 고상한 정신이 깃들기는 어렵다.","","","","",""
"2023-03-14T00:50:39.000Z","text","깊고 깊은 슬픔에는 사랑조차도 아무런 효험이 없다.","","","","",""
"2023-03-14T00:20:47.000Z","text","판단을 어렵고, 기회는 순간적이다.","","","","",""
"2023-03-13T23:50:38.000Z","text","로댕의 생각하는 사람은 세번이나 거절당했던 작품이다.","","","","",""
"2023-03-13T23:20:49.000Z","text","하늘은 견딜 수 없는 슬픔을 인간에게 주지는 않는다.","","","","",""
"2023-03-13T22:50:36.000Z","text","자신감과 지식이 없다면, 성공의 길은 힘들고 치명적인 것이다.","","","","",""
"2023-03-13T22:20:44.000Z","text","산이 높을수록 골은 낮다.","","","","",""
"2023-03-13T21:50:35.000Z","text","네크로멘서는 자신이 잡은 몬스터는 마음대로 소환할수 있다고 들었어.","","","","",""
"2023-03-13T21:20:39.000Z","text","진리는 웃음과 동반한다.","","","","",""
"2023-03-13T20:50:38.000Z","text","음악의 신도 뮤(Mu)","","","","",""
"2023-03-13T20:20:41.000Z","text","로랜시아 최대의 부자는 콥.. 콥은 어딘가에 많은 돈을 숨겨 두었을 거야","","","","",""
"2023-03-13T19:50:36.000Z","text","안녕 친구들..","","","","",""
"2023-03-13T19:20:40.000Z","text","일월 : 백색과 흑색이 섞여있는 광물로, 반짝인다.","","","","",""
"2023-03-13T18:50:35.000Z","text","빛의 신도 다난(Danann)","","","","",""
"2023-03-13T18:20:41.000Z","text","불의 남신 크투카(Cthugha)","","","","",""
"2023-03-13T17:50:37.000Z","text","꾸밈이 없는 사람일수록 호감을 산다.","","","","",""
"2023-03-13T17:20:39.000Z","text","미래를 두려워 말라. 미래는 너를 기다릴 뿐, 잡으러 오지 않는다.","","","","",""
"2023-03-13T16:50:38.000Z","text","진짜 결점은 자신의 결점을 알면서도 고리쳐고 노력하지 않는 것이다.","","","","",""
"2023-03-13T16:20:45.000Z","text","플루토=저승세계의 화염옥을 다스린다.","","","","",""
"2023-03-13T15:50:35.000Z","text","릴리스=사탄의 아내이자 아담의 신부였던 여악마왕입니다.","","","","",""
"2023-03-13T15:20:40.000Z","text","전화위복","","","","",""
"2023-03-13T14:50:40.000Z","text","모든 깊은 긍정은 깊은 부정에서 시작한다.","","","","",""
"2023-03-13T14:20:49.000Z","text","과격한 수단에 호소하는 자에게는 어리석은 사람만이 말려든다.","","","","",""
"2023-03-13T13:50:39.000Z","text","우리의 고뇌는 모두 혼자 있을 수 없는 것에서 초래된다.","","","","",""
"2023-03-13T13:20:48.000Z","text","작은 문제를 해결해 나가면 큰 문제는 저절로 해결될 것이다.","","","","",""
"2023-03-13T12:50:40.000Z","text","자신의 과거에 대한 기억을 즐길 수 있는 것은 인생을 두 번 사는 것이다.","","","","",""
"2023-03-13T12:20:46.000Z","text","어린이는 부모의 행동이 거울이다.","","","","",""
"2023-03-13T11:50:40.000Z","text","인간은 기회를 발견하려고 노력하는 동시에, 스스로 그것을 만들어내기도 해야 한다.","","","","",""
